瘤痢,斥档,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公
格器,1992,1992-10-29,-2老,1992-11-06,-4老, , , , , , ,1992-10-27,-3老,1992-11-04,-6老, , , , , , 
格器,1993,1993-11-04,4老,1993-11-11,1老, , , , , , ,1993-11-04,5老,1993-11-10,0老, , , , , , 
格器,1994,1994-11-08,8老,1994-11-21,11老, , , , , , ,1994-11-07,8老,1994-11-20,10老, , , , , , 
格器,1995,1995-11-03,3老,1995-11-15,5老, , , , , , ,1995-11-02,3老,1995-11-14,4老, , , , , , 
格器,1996,1996-11-02,2老,1996-11-12,2老, , , , , , ,1996-10-30,0老,1996-11-12,2老, , , , , , 
格器,1997,1997-10-16,-15老,1997-10-24,-17老, , , , , , ,1997-10-16,-14老,1997-10-24,-17老, , , , , , 
格器,1998,1998-11-04,4老,1998-11-15,5老, , , , , , ,1998-11-04,5老,1998-11-15,5老, , , , , , 
格器,1999,1999-11-05,5老,1999-11-11,1老, , , , , , ,1999-10-27,-3老,1999-11-11,1老, , , , , , 
格器,2000,2000-11-05,5老,2000-11-13,3老, , , , , , ,2000-11-02,3老,2000-11-13,3老, , , , , , 
格器,2001,2001-10-24,-7老,2001-11-05,-5老, , , , , , ,2001-10-24,-6老,2001-11-05,-5老, , , , , , 
格器,2002,2002-10-29,-2老,2002-11-08,-2老, , , , , , ,2002-10-29,-1老,2002-11-08,-2老, , , , , , 
格器,2003,2003-10-28,-3老,2003-11-04,-6老, , , , , , ,2003-10-28,-2老,2003-11-04,-6老, , , , , , 
格器,2004,2004-10-26,-5老,2004-11-06,-4老, , , , , , ,2004-10-26,-4老,2004-11-06,-4老, , , , , , 
格器,2005,2005-10-28,-3老,2005-11-10,0老, , , , , , ,2005-10-28,-2老,2005-11-10,0老, , , , , , 
格器,2006,2006-11-03,3老,2006-11-22,12老, , , , , , ,2006-11-05,6老,2006-11-22,12老, , , , , , 
格器,2007,2007-10-22,-9老,2007-11-06,-4老, , , , , , ,2007-10-22,-8老,2007-11-06,-4老, , , , , , 
格器,2008,2008-10-27,-4老,2008-11-14,4老, , , , , , ,2008-10-29,-1老,2008-11-17,7老, , , , , , 
格器,2009,2009-10-28,-3老,2009-11-10,0老, , , , , , ,2009-10-30,0老,2009-11-15,5老, , , , , , 
格器,2010,2010-10-23,-8老,2010-11-05,-5老, , , , , , ,2010-10-23,-7老,2010-11-06,-4老, , , , , , 
格器,2011,2011-11-02,2老,2011-11-07,-3老, , , , , , ,2011-11-03,4老,2011-11-08,-2老, , , , , , 
格器,2012,2012-11-04,4老,2012-11-10,0老, , , , , , ,2012-11-02,3老,2012-11-10,0老, , , , , , 
格器,2013,2013-10-31,0老,2013-11-12,2老, , , , , , ,2013-10-25,-5老,2013-11-10,0老, , , , , , 
格器,2014,2014-11-06,6老,2014-11-17,7老, , , , , , ,2014-10-31,1老,2014-11-14,4老, , , , , , 
格器,2015,2015-10-29,-2老,2015-11-10,0老, , , , , , ,2015-10-28,-2老,2015-11-09,-1老, , , , , , 
格器,2016,2016-11-01,1老,2016-11-11,1老, , , , , , ,2016-10-31,1老,2016-11-10,0老, , , , , , 
格器,2017,2017-11-08,8老,2017-11-13,3老, , , , , , ,2017-11-07,8老,2017-11-12,2老, , , , , , 
格器,2018,2018-11-02,2老,2018-11-09,-1老, , , , , , ,2018-11-01,2老,2018-11-09,-1老, , , , , , 
格器,2019,2019-11-12,12老,2019-11-18,8老, , , , , , ,2019-11-05,6老,2019-11-21,11老, , , , , , 
格器,2020,2020-11-05,5老,2020-11-16,6老, , , , , , ,2020-11-02,3老,2020-11-14,4老, , , , , , 
格器,2021,2021-11-01,1老,2021-11-12,2老, , , , , , ,2021-10-27,-3老,2021-11-10,0老, , , , , , 
格器,2022,2022-10-30,-1老,2022-11-12,2老, , , , , , ,2022-10-25,-5老,2022-11-08,-2老, , , , , , 
格器,2023,2023-11-01,1老,2023-11-10,0老, , , , , , ,2023-11-01,2老,2023-11-10,0老, , , , , , 
公救,1993,1993-11-05, ,1993-11-23, , , , , , , ,1993-11-03, ,1993-11-21, , , , , , , 
公救,1994,1994-11-01, ,1994-11-19, , , , , , , ,1994-11-07, ,1994-11-23, , , , , , , 
公救,1995,1995-11-03, , , , , , , , , ,1995-11-08, , , , , , , , , 
公救,1996,1996-11-03, ,1996-11-28, , , , , , , ,1996-11-03, ,1996-11-28, , , , , , , 
公救,1997,1997-10-25, , , , , , , , , ,1997-10-25, , , , , , , , , 
公救,1998,1998-11-03, ,1998-11-17, , , , , , , ,1998-11-03, ,1998-11-17, , , , , , , 
公救,1999,1999-11-03, ,1999-11-14, , , , , , , ,1999-11-03, ,1999-11-13, , , , , , , 
鉴玫,2011,2011-10-23, ,2011-10-28, , , , , , , ,2011-10-26, ,2011-11-05, , , , , , , 
鉴玫,2012,2012-10-20, ,2012-11-01, , , , , , , ,2012-10-23, ,2012-11-02, , , , , , , 
鉴玫,2013,2013-10-21, ,2013-10-30, , , , , , , ,2013-10-23, ,2013-11-04, , , , , , , 
鉴玫,2014,2014-10-20, ,2014-11-01, , , , , , , ,2014-10-22, ,2014-11-02, , , , , , , 
咯荐,1989,1989-10-16,-17老, , , , ,1989-10-24, , , ,1989-10-19,-15老, , , , ,1989-10-27, , , 
咯荐,1990,1990-11-01,-1老, , , , ,1990-11-22, ,1990-11-25, ,1990-11-03,0老, , , , ,1990-11-25, ,1990-11-30, 
咯荐,1991,1991-11-08,6老,1991-11-15,3老, , , , , , ,1991-11-12,9老,1991-11-18,4老, , , , , , 
咯荐,1992,1992-11-04,2老,1992-11-10,-2老, , , , , , ,1992-11-07,4老,1992-11-14,0老, , , , , , 
咯荐,1993,1993-10-18,-15老,1993-11-02,-10老, , , , , , ,1993-10-23,-11老,1993-11-08,-6老, , , , , , 
咯荐,1994,1994-11-06,4老,1994-11-15,3老, , , , , , ,1994-11-11,8老,1994-11-20,6老, , , , , , 
咯荐,1995,1995-11-10,8老, , , , , , , , ,1995-11-13,10老, , , , , , , , 
咯荐,1996,1996-11-07,5老,1996-11-26,14老, , , , , , ,1996-11-03,0老,1996-11-13,-1老, , , , , , 
咯荐,1997,1997-10-24,-9老, , , , , , , , , , , , , , , , , , 
咯荐,1998,1998-11-09,7老,1998-11-16,4老, , , , , , ,1998-11-17,14老,1998-11-29,15老, , , , , , 
咯荐,1999,1999-11-07,5老,1999-11-19,7老, , , , , , ,1999-11-01,-2老,1999-11-27,13老, , , , , , 
咯荐,2000,2000-10-31,-2老,2000-11-20,8老, , , , , , ,2000-10-25,-9老,2000-11-25,11老, , , , , , 
咯荐,2001,2001-10-26,-7老,2001-11-14,2老, , , , , , ,2001-10-30,-4老,2001-11-18,4老, , , , , , 
咯荐,2002,2002-10-25,-8老,2002-11-12,0老, , , , , , ,2002-10-30,-4老,2002-11-12,-2老, , , , , , 
咯荐,2003,2003-10-28,-5老,2003-11-06,-6老, , , , , , ,2003-10-30,-4老,2003-11-06,-8老, , , , , , 
咯荐,2004,2004-10-26,-7老,2004-11-06,-6老, , , , , , ,2004-10-27,-7老,2004-11-06,-8老, , , , , , 
咯荐,2005,2005-10-28,-5老,2005-11-05,-7老, , ,2005-11-14, ,2005-11-18, ,2005-10-31,-3老,2005-11-07,-7老, , ,2005-11-19, ,2005-11-22, 
咯荐,2006,2006-10-30,-3老,2006-11-07,-5老, , ,2006-11-19, ,2006-11-23, ,2006-10-31,-3老,2006-11-07,-7老, , ,2006-11-22, ,2006-11-28, 
咯荐,2007,2007-10-30,-3老,2007-11-08,-4老, , , , , , ,2007-10-28,-6老,2007-11-06,-8老, , , , , , 
咯荐,2008,2008-10-31,-2老,2008-11-08,-4老, , , , , , ,2008-11-01,-2老,2008-11-09,-5老, , , , , , 
咯荐,2009,2009-10-27,-6老,2009-11-04,-8老, , , , , , ,2009-10-28,-6老,2009-11-05,-9老, , , , , , 
咯荐,2010,2010-10-28,-5老,2010-11-05,-7老, , , , , , ,2010-10-29,-5老,2010-11-06,-8老, , , , , , 
咯荐,2011,2011-11-02,0老,2011-11-08,-4老, , , , , , ,2011-11-04,1老,2011-11-09,-5老, , , , , , 
咯荐,2012,2012-10-28,-5老,2012-11-08,-4老, , , , , , ,2012-10-29,-5老,2012-11-09,-5老, , , , , , 
咯荐,2013,2013-11-04,2老,2013-11-13,1老, , , , , , ,2013-11-05,2老,2013-11-12,-2老, , , , , , 
咯荐,2014,2014-10-29,-4老,2014-11-13,1老, , , , , , ,2014-10-30,-4老,2014-11-13,-1老, , , , , , 
咯荐,2015,2015-10-30,-3老,2015-11-14,2老, , , , , , ,2015-11-01,-2老,2015-11-15,1老, , , , , , 
咯荐,2016,2016-11-01,-1老,2016-11-15,3老, , , , , , ,2016-11-01,-2老,2016-11-15,1老, , , , , , 
咯荐,2017,2017-11-09,7老,2017-11-22,10老, , , , , , ,2017-11-05,2老,2017-11-16,2老, , , , , , 
咯荐,2018,2018-11-09,7老,2018-11-14,2老, , , , , , ,2018-11-06,3老,2018-11-12,-2老, , , , , , 
咯荐,2019,2019-11-14,12老,2019-11-20,8老, , , , , , ,2019-11-18,15老,2019-11-26,12老, , , , , , 
咯荐,2020,2020-11-08,6老,2020-11-12,0老, , , , , , ,2020-11-11,8老,2020-11-15,1老, , , , , , 
咯荐,2021,2021-11-09,7老,2021-11-14,2老, , , , , , ,2021-11-12,9老,2021-11-17,3老, , , , , , 
咯荐,2022,2022-11-10,8老,2022-11-17,5老, , , , , , ,2022-11-11,8老,2022-11-18,4老, , , , , , 
咯荐,2023,2023-11-11,9老,2023-11-27,15老, , , , , , ,2023-11-12,9老,2023-11-21,7老, , , , , , 
肯档,1985,1985-10-06,-26老, , , , , , , , , , , , , , , , , , 
肯档,1986,1986-10-04,-28老, , , , , , , , , , , , , , , , , , 
肯档,1987,1987-10-10,-22老, , , , , , , , , , , , , , , , , , 
肯档,1989,1989-10-29,-3老, , , , ,1989-11-10, , , ,1989-10-29,-3老, , , , ,1989-11-10, , , 
肯档,1990,1990-10-29,-3老, , , , ,1990-11-08, , , ,1990-10-29,-3老, , , , ,1990-11-08, , , 
肯档,1991,1991-10-30,-2老, , , , ,1991-11-12, , , ,1991-10-30,-2老, , , , ,1991-11-12, , , 
肯档,1992,1992-10-26,-6老, , , , ,1992-11-15, , , ,1992-10-26,-6老, , , , ,1992-11-15, , , 
肯档,1993,1993-10-27,-5老, , , , ,1993-11-14, , , ,1993-10-27,-5老, , , , ,1993-11-14, , , 
肯档,1994,1994-10-29,-3老, , , , ,1994-11-16, , , ,1994-10-29,-3老, , , , ,1994-11-16, , , 
肯档,1995,1995-10-30,-2老, , , , , , , , ,1995-10-30,-2老, , , , , , , , 
肯档,1996,1996-11-03,2老,1996-11-19,6老, , , , , , ,1996-11-03,2老,1996-11-19,5老, , , , , , 
肯档,1997,1997-10-27,-5老,1997-11-10,-3老, , , , , , ,1997-10-27,-5老,1997-11-10,-4老, , , , , , 
肯档,1998,1998-11-03,2老,1998-11-12,-1老, , , , , , ,1998-11-03,2老,1998-11-12,-2老, , , , , , 
肯档,1999,1999-11-06,5老,1999-11-15,2老, , , , , , ,1999-11-06,5老,1999-11-15,1老, , , , , , 
肯档,2000,2000-11-10,9老,2000-11-20,7老, , , , , , ,2000-11-10,9老,2000-11-20,6老, , , , , , 
肯档,2001,2001-11-07,6老,2001-11-18,5老, , , , , , ,2001-11-06,5老,2001-11-18,4老, , , , , , 
肯档,2002,2002-11-13,12老,2002-11-18,5老, , , , , , ,2002-11-12,11老,2002-11-18,4老, , , , , , 
肯档,2003,2003-11-02,1老,2003-11-07,-6老, , , , , , ,2003-11-01,0老,2003-11-07,-7老, , , , , , 
肯档,2004,2004-11-03,2老,2004-11-12,-1老, , , , , , ,2004-11-05,4老,2004-11-12,-2老, , , , , , 
肯档,2005,2005-11-07,6老,2005-11-19,6老, , , , , , ,2005-11-05,4老,2005-11-18,4老, , , , , , 
肯档,2006,2006-11-04,3老,2006-11-19,6老, , , , , , ,2006-11-02,1老,2006-11-22,8老, , , , , , 
肯档,2007,2007-10-31,-1老,2007-11-05,-8老, , , , , , ,2007-10-28,-4老,2007-11-08,-6老, , , , , , 
肯档,2008,2008-10-27,-5老,2008-11-12,-1老, , , , , , ,2008-10-28,-4老,2008-11-15,1老, , , , , , 
肯档,2009,2009-10-23,-9老,2009-11-09,-4老, , , , , , ,2009-10-25,-7老,2009-11-10,-4老, , , , , , 
肯档,2010,2010-10-22,-10老,2010-11-07,-6老, , , , , , ,2010-10-26,-6老,2010-11-08,-6老, , , , , , 
肯档,2011,2011-10-31,-1老,2011-11-08,-5老, , , , , , ,2011-10-31,-1老,2011-11-08,-6老, , , , , , 
肯档,2012,2012-10-28,-4老,2012-11-07,-6老, , , , , , ,2012-10-26,-6老,2012-11-06,-8老, , , , , , 
肯档,2013,2013-11-02,1老,2013-11-17,4老, , , , , , ,2013-11-01,0老,2013-11-14,0老, , , , , , 
肯档,2014,2014-10-30,-2老,2014-11-12,-1老, , , , , , ,2014-10-30,-2老,2014-11-12,-2老, , , , , , 
厘蕊,1989,搬螟,—,1989-10-18,-21老, , ,搬螟,—,1989-11-01, ,搬螟,—,1989-10-18,-22老, , ,搬螟,—,1989-11-01, 
厘蕊,1990,搬螟,—,1990-10-22,-17老, , ,搬螟,—,1990-11-11, ,搬螟,—,1990-10-26,-14老, , ,搬螟,—,1990-11-13, 
厘蕊,1991,1991-10-17,-11老,搬螟,—, , , , , , ,1991-10-20,-9老,搬螟,—, , , , , , 
厘蕊,1992,1992-10-24,-4老, , , , , , , , ,1992-10-25,-4老, , , , , , , , 
厘蕊,1993,1993-10-26,-2老, , , , , , , , ,1993-10-24,-5老, , , , , , , , 
厘蕊,1994,1994-10-25,-3老,1994-10-28,-11老, , , , , , ,1994-10-27,-2老,1994-10-30,-10老, , , , , , 
厘蕊,1995,1995-10-25,-3老,1995-11-16,8老, , , , , , ,1995-10-29,0老,1995-11-10,1老, , , , , , 
厘蕊,1996,1996-10-28,0老,1996-11-14,6老, , , , , , ,1996-10-26,-3老,1996-11-10,1老, , , , , , 
厘蕊,1997,1997-10-24,-4老,1997-10-30,-9老, , , , , , ,1997-10-27,-2老,1997-11-11,2老, , , , , , 
厘蕊,1998,1998-11-02,5老,1998-11-12,4老, , , , , , ,1998-11-04,6老,1998-11-15,6老, , , , , , 
厘蕊,1999,1999-11-03,6老,1999-11-12,4老, , , , , , ,1999-11-05,7老,1999-11-14,5老, , , , , , 
厘蕊,2000,2000-11-05,8老,2000-11-11,3老, , , , , , ,2000-11-07,9老,2000-11-13,4老, , , , , , 
厘蕊,2001,2001-11-04,7老,2001-11-10,2老, , , , , , ,2001-11-05,7老,2001-11-12,3老, , , , , , 
厘蕊,2002,2002-10-28,0老,2002-11-08,0老, , , , , , ,2002-10-28,-1老,2002-11-07,-2老, , , , , , 
厘蕊,2003,2003-10-25,-3老,2003-11-04,-4老, , , , , , ,2003-10-27,-2老,2003-11-05,-4老, , , , , , 
厘蕊,2004,2004-10-23,-5老,2004-11-05,-3老, , , , , , ,2004-10-24,-5老,2004-11-07,-2老, , , , , , 
厘蕊,2005,2005-10-24,-4老,2005-11-02,-6老, , , , , , ,2005-10-22,-7老,2005-11-02,-7老, , , , , , 
厘蕊,2006,2006-10-30,2老,2006-11-08,0老, , , , , , ,2006-10-26,-3老,2006-11-07,-2老, , , , , , 
厘蕊,2007,2007-10-31,3老,2007-11-05,-3老, , , , , , ,2007-10-28,-1老,2007-11-08,-1老, , , , , , 
林鞠,1989,1989-10-17,-4老,1989-10-21,-7老, , ,1989-10-29, ,1989-11-03, ,1989-10-21,-4老,1989-10-24,-8老, , ,1989-10-30, ,1989-11-02, 
林鞠,1990,1990-10-24,3老,1990-10-28,0老, , ,1990-10-31, ,1990-11-05, ,1990-10-27,2老,1990-11-05,4老, , ,1990-11-08, ,1990-11-16, 
林鞠,1991,1991-10-17,-4老,1991-10-21,-7老, , , , , , ,1991-10-21,-4老,1991-10-26,-6老, , , , , , 
林鞠,1992,1992-10-27,6老,1992-10-31,3老, , , , , , ,1992-10-22,-3老,1992-10-30,-2老, , , , , , 
林鞠,1993,1993-10-13,-8老,1993-10-21,-7老, , , , , , ,1993-10-21,-4老,1993-10-28,-4老, , , , , , 
林鞠,1994,1994-10-14,-7老,1994-10-24,-4老, , , , , , ,1994-10-24,-1老,1994-10-29,-3老, , , , , , 
林鞠,1995,1995-10-20,-1老,1995-10-28,0老, , , , , , ,1995-10-22,-3老,1995-10-28,-4老, , , , , , 
林鞠,1996,1996-10-22,1老,1996-10-28,0老, , , , , , ,1996-10-24,-1老,1996-10-30,-2老, , , , , , 
林鞠,1997,1997-10-11,-10老,1997-10-19,-9老, , , , , , ,1997-10-20,-5老,1997-10-27,-5老, , , , , , 
林鞠,1998,1998-10-26,5老,1998-11-03,6老, , , , , , ,1998-10-28,3老,1998-11-05,4老, , , , , , 
林鞠,1999,1999-10-21,0老,1999-10-29,1老, , , , , , ,1999-10-26,1老,1999-11-04,3老, , , , , , 
林鞠,2000,2000-10-26,5老,2000-11-06,9老, , , , , , ,2000-10-29,4老,2000-11-06,5老, , , , , , 
林鞠,2001,2001-10-24,3老,2001-11-05,8老, , , , , , ,2001-10-28,3老,2001-11-06,5老, , , , , , 
林鞠,2002,2002-10-25,4老,2002-11-03,6老, , , , , , ,2002-10-27,2老,2002-11-05,4老, , , , , , 
林鞠,2003,2003-10-23,2老,2003-10-31,3老, , , , , , ,2003-10-25,0老,2003-11-02,1老, , , , , , 
林鞠,2004,2004-10-18,-3老,2004-10-26,-2老, , , , , , ,2004-10-24,-1老,2004-11-01,0老, , , , , , 
林鞠,2005,2005-10-17,-4老,2005-10-25,-3老, , , , , , ,2005-10-22,-3老,2005-10-28,-4老, , , , , , 
林鞠,2006,2006-10-22,1老,2006-10-29,1老, , , , , , ,2006-11-02,8老,2006-11-10,9老, , , , , , 
林鞠,2007,2007-10-25,4老,2007-10-31,3老, , , , , , ,2007-10-29,4老,2007-11-04,3老, , , , , , 
林鞠,2008,2008-10-17,-4老,2008-10-22,-6老, , , , , , ,2008-10-21,-4老,2008-10-27,-5老, , , , , , 
林鞠,2009,2009-10-20,-1老,2009-10-27,-1老, , , , , , ,2009-10-18,-7老,2009-10-25,-7老, , , , , , 
林鞠,2010,2010-10-21,0老,2010-10-25,-3老, , , , , , ,2010-10-20,-5老,2010-10-26,-6老, , , , , , 
柳档(梅蔓魂),2002,2002-10-19,-8老,2002-11-06,-3老, , , , , , ,2002-10-22,-6老,2002-11-06,-4老, , , , , , 
柳档(梅蔓魂),2003,2003-10-27,0老,2003-11-06,-3老, , , , , , ,2003-10-21,-7老,2003-11-06,-4老, , , , , , 
柳档(梅蔓魂),2004,2004-10-20,-7老,2004-11-02,-7老, , , , , , ,2004-10-19,-9老,2004-11-06,-4老, , , , , , 
柳档(梅蔓魂),2005,2005-10-29,2老,2005-11-07,-2老, , , , , , ,2005-10-28,0老,2005-11-07,-3老, , , , , , 
柳档(梅蔓魂),2006,2006-11-03,7老,2006-11-17,8老, , , , , , ,2006-11-01,4老,2006-11-17,7老, , , , , , 
柳档(梅蔓魂),2007,2007-10-22,-5老,2007-11-02,-7老, , , , , , ,2007-10-24,-4老,2007-11-07,-3老, , , , , , 
柳档(梅蔓魂),2008,2008-10-19,-8老,2008-11-12,3老, , , , , , ,2008-10-17,-11老,2008-11-09,-1老, , , , , , 
柳档(梅蔓魂),2009,2009-10-30,3老,2009-11-09,0老, , , , , , ,2009-11-01,4老,2009-11-11,1老, , , , , , 
柳档(梅蔓魂),2010,2010-10-30,3老,2010-11-08,-1老, , , , , , ,2010-10-30,2老,2010-11-08,-2老, , , , , , 
柳档(梅蔓魂),2011,2011-11-03,7老,2011-11-10,1老, , , , , , ,2011-11-05,8老,2011-11-10,0老, , , , , , 
柳档(梅蔓魂),2012,2012-10-29,2老,2012-11-09,0老, , , , , , ,2012-11-03,6老,2012-11-12,2老, , , , , , 
柳档(梅蔓魂),2013,2013-11-01,5老,2013-11-14,5老, , , , , , ,2013-11-01,4老,2013-11-13,3老, , , , , , 
秦巢,1989,1989-10-16,-14老, , , , , , , , ,1989-10-15,-14老, , , , , , , , 
秦巢,1990,1990-10-30,0老,搬螟,—, , ,1990-11-08, ,搬螟,—,1990-10-31,2老,搬螟,—, , ,1990-11-08, ,搬螟,—
秦巢,1991,1991-10-28,-2老,搬螟,—, , , , , , ,1991-10-28,-1老,搬螟,—, , , , , , 
秦巢,1992,1992-10-17,-13老,1992-10-28,-14老, , , , , , ,1992-10-19,-10老,1992-10-27,-15老, , , , , , 
秦巢,1993,1993-10-16,-14老,1993-10-27,-15老, , , , , , ,1993-10-14,-15老,1993-10-28,-14老, , , , , , 
秦巢,1994,1994-10-18,-12老,1994-10-28,-14老, , , , , , ,1994-10-16,-13老,1994-10-30,-12老, , , , , , 
秦巢,1995,1995-10-30,0老,1995-11-25,14老, , , , , , ,1995-10-24,-5老,1995-11-27,16老, , , , , , 
秦巢,1996,1996-10-30,0老,1996-11-23,12老, , , , , , ,1996-10-28,-1老,1996-11-25,14老, , , , , , 
秦巢,1997,1997-10-25,-5老,1997-11-03,-8老, , , , , , ,1997-10-25,-4老,1997-11-03,-8老, , , , , , 
秦巢,1998,1998-11-03,4老,1998-11-13,2老, , , , , , ,1998-11-03,5老,1998-11-13,2老, , , , , , 
秦巢,1999,1999-11-06,7老,1999-11-15,4老, , , , , , ,1999-11-06,8老,1999-11-15,4老, , , , , , 
秦巢,2000,2000-11-08,9老,2000-11-17,6老, , , , , , ,2000-11-08,10老,2000-11-17,6老, , , , , , 
秦巢,2001,2001-11-06,7老,2001-11-18,7老, , , , , , ,2001-11-06,8老,2001-11-18,7老, , , , , , 
秦巢,2002,2002-10-30,0老,2002-11-11,0老, , , , , , ,2002-10-29,0老,2002-11-11,0老, , , , , , 
秦巢,2003,2003-10-28,-2老,2003-11-12,1老, , , , , , ,2003-10-29,0老,2003-11-12,1老, , , , , , 
秦巢,2004,2004-10-29,-1老,2004-11-07,-4老, , , , , , ,2004-10-29,0老,2004-11-07,-4老, , , , , , 
秦巢,2005,2005-11-02,3老,2005-11-15,4老, , , , , , ,2005-11-01,3老,2005-11-15,4老, , , , , , 
秦巢,2006,2006-11-07,8老,2006-11-16,5老, , , , , , ,2006-11-06,8老,2006-11-14,3老, , , , , , 
秦巢,2007,2007-10-29,-1老,2007-11-08,-3老, , , , , , ,2007-10-27,-2老,2007-11-07,-4老, , , , , , 
秦巢,2008,2008-10-29,-1老,2008-11-09,-2老, , , , , , ,2008-10-27,-2老,2008-11-06,-5老, , , , , , 
秦巢,2009, , , , , , , , , , ,2009-10-28,-1老,2009-11-09,-2老, , , , , , 
孺魂档,1997,1997-10-18, , , , , , , , , ,1997-10-18, , , , , , , , , 
孺魂档,1998,1998-10-29, ,1998-11-18, , , , , , , ,1998-10-29, ,1998-11-18, , , , , , , 
孺魂档,2016, , , , , , , , , , ,2016-11-04, ,2016-11-12, , , , , , , 
孺魂档,2017,2017-11-13, ,2017-11-20, , , , , , , ,2017-11-13, ,2017-11-20, , , , , , , 
孺魂档,2018,2018-11-12, ,2018-11-20, , , , , , , ,2018-11-11, ,2018-11-19, , , , , , , 
孺魂档,2019,2019-11-14, ,2019-11-21, , , , , , , ,2019-11-15, ,2019-11-22, , , , , , , 
孺魂档,2020,2020-11-11, ,2020-11-18, , , , , , , ,2020-11-06, ,2020-11-13, , , , , , , 
孺魂档,2021,2021-10-29, ,2021-11-05, , , , , , , ,2021-11-01, ,2021-11-15, , , , , , , 
孺魂档,2022,2022-09-15, ,2022-09-30, , , , , , , ,2022-11-10, ,2022-11-21, , , , , , , 
孺魂档,2023,2023-11-07, ,2023-11-22, , , , , , , ,2023-11-15, ,2023-11-23, , , , , , , 
绊芒,2011,2011-10-27, ,2011-11-04, , , , , , , ,2011-10-27, ,2011-11-06, , , , , , , 
绊芒,2012,2012-10-23, ,2012-11-03, , , , , , , ,2012-10-26, ,2012-11-05, , , , , , , 
绊芒,2013,2013-10-13, ,2013-10-31, , , , , , , ,2013-10-17, ,2013-11-01, , , , , , , 
绊芒,2014,2014-10-20, ,2014-11-04, , , , , , , ,2014-10-21, ,2014-11-05, , , , , , , 
绊芒焙,2009,2009-10-26, ,2009-11-12, , , , , , , ,2009-10-28, ,2009-11-12, , , , , , , 
绊芒焙,2010,2010-10-28, ,2010-11-09, , , , , , , ,2010-10-28, ,2010-11-09, , , , , , , 
焙魂,1987,搬螟,—,搬螟,—, , , , , , ,搬螟,—,搬螟,—, , , , , , 
焙魂,1989,1989-10-11,-14老,1989-10-20,-18老, , ,1989-10-28, ,1989-11-08, ,1989-10-11,-16老,1989-10-20,-20老, , ,1989-10-28, ,1989-11-08, 
焙魂,1990,1990-10-13,-12老,1990-10-31,-7老, , ,1990-11-02, ,1990-11-14, ,1990-10-13,-14老,1990-10-31,-9老, , ,1990-11-02, ,1990-11-14, 
焙魂,1991,1991-10-23,-2老,1991-11-01,-6老, , , , , , ,1991-10-21,-6老,1991-10-30,-10老, , , , , , 
焙魂,1992,1992-10-28,3老,1992-11-07,0老, , , , , , ,1992-10-28,1老,1992-11-07,-2老, , , , , , 
焙魂,1993,1993-10-09,-16老,1993-10-31,-7老, , , , , , ,1993-10-11,-16老,1993-11-07,-2老, , , , , , 
焙魂,1994,1994-10-22,-3老,1994-11-08,1老, , , , , , ,1994-10-22,-5老,1994-11-08,-1老, , , , , , 
焙魂,1995,1995-10-28,3老,1995-11-13,6老, , , , , , ,1995-10-28,1老,1995-11-13,4老, , , , , , 
焙魂,1996,1996-10-25,0老,1996-11-05,-2老, , , , , , ,1996-11-02,6老,1996-11-10,1老, , , , , , 
焙魂,1997,1997-10-17,-8老,1997-10-28,-10老, , , , , , ,1997-10-26,-1老,1997-11-05,-4老, , , , , , 
焙魂,1998,1998-10-24,-1老,1998-11-15,8老, , , , , , ,1998-11-08,12老,1998-11-15,6老, , , , , , 
焙魂,1999,1999-10-30,5老,1999-11-10,3老, , , , , , ,1999-11-01,5老,1999-11-16,7老, , , , , , 
焙魂,2000,2000-10-20,-5老,2000-11-10,3老, , , , , , ,2000-10-29,2老,2000-11-12,3老, , , , , , 
焙魂,2001,2001-10-29,4老,2001-11-15,8老, , , , , , ,2001-10-31,4老,2001-11-20,11老, , , , , , 
焙魂,2002,2002-10-21,-4老,2002-11-05,-2老, , , , , , ,2002-10-29,2老,2002-11-10,1老, , , , , , 
焙魂,2003,2003-10-27,2老,2003-11-08,1老, , , , , , ,2003-11-03,7老,2003-11-14,5老, , , , , , 
焙魂,2004,2004-10-29,4老,2004-11-07,0老, , , , , , ,2004-10-29,2老,2004-11-07,-2老, , , , , , 
焙魂,2005,2005-10-20,-5老,2005-10-31,-7老, , , , , , ,2005-10-28,1老,2005-11-05,-4老, , , , , , 
焙魂,2006,2006-10-24,-1老,2006-11-05,-2老, , , , , , ,2006-10-25,-2老,2006-11-06,-3老, , , , , , 
焙魂,2007,2007-10-30,5老,2007-11-06,-1老, , , , , , ,2007-10-30,3老,2007-11-12,3老, , , , , , 
焙魂,2008,2008-10-26,1老,2008-11-04,-3老, , , , , , ,2008-10-26,-1老,2008-11-06,-3老, , , , , , 
焙魂,2009,2009-10-21,-4老,2009-11-12,5老, , , , , , ,2009-10-24,-3老,2009-11-12,3老, , , , , , 
焙魂,2010,2010-10-27,2老,2010-11-08,1老, , , , , , ,2010-10-27,0老,2010-11-08,-1老, , , , , , 
